Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-02-09,36.234928131103516,36.5599826918802,36.106616175686554,36.13228052463509,31381100
2015-02-10,36.440223693847656,36.58564412892341,36.08095543620509,36.55998304283712,29670700
2015-02-11,36.25202941894531,36.48298893502096,36.106609014108976,36.48298893502096,38262500
2015-02-12,36.859371185302734,36.859371185302734,36.36323512813644,36.491547077571425,33268800
2015-02-13,37.526588439941406,37.526588439941406,36.91069951833558,37.10744212998412,40264900
2015-02-17,37.5438232421875,37.905648307685524,37.207838598942075,37.879804599101725,33695700
2015-02-18,37.500736236572266,37.64719154847332,37.380127912848074,37.586887386611224,27111700
2015-02-19,37.47488784790039,37.50073154651474,37.08721593703544,37.199210774914185,27603400
2015-02-20,37.7850341796875,37.80226441155465,37.29398407363115,37.48351005150841,29721100
2015-02-23,38.03485870361328,38.069315872946206,37.604112866817346,37.64718679323095,32518800
2015-02-24,37.98318099975586,38.16409352431251,37.83672565630686,38.034871700913925,25271700
2015-02-25,37.89702224731445,37.98317010486999,37.73333671709677,37.86256178976019,29759800
2015-02-26,37.95732498168945,38.10377699130879,37.81086968574012,37.89702082639561,28957300
2015-02-27,37.77641677856445,38.07794090161903,37.61273450810441,38.01763673427424,33807700
2015-03-02,37.80226135253906,38.06932170904223,37.51796747923261,37.621345575739305,31924000
2015-03-03,37.28536605834961,37.759189202905915,37.121683790622356,37.52658601003207,31748600
2015-03-04,37.095829010009766,37.225050776577994,36.940760261064206,37.05275180149075,25748700
2015-03-05,37.138916015625,37.25091088183509,36.889082578052786,37.104455551201774,23193500
2015-03-06,36.49279022216797,37.13890901990797,36.31187774752001,37.044144403759944,36248800
2015-03-09,36.914920806884766,37.15614073573164,36.34633637357403,36.34633637357403,32108000
2015-03-10,36.20850372314453,36.79431848157429,36.20850372314453,36.484180869896086,39159700
2015-03-11,36.1654167175293,36.50139791333725,36.04480842019615,36.449710520954255,32215300
2015-03-12,35.33839416503906,35.88113492128004,35.20055560796696,35.60545780713583,59992500
2015-03-13,35.64854049682617,35.72607490962062,34.98519125099172,35.06272566378617,58007700
2015-03-16,35.803611755371094,35.872529412354176,35.56239174010166,35.72607733730796,35273500
2015-03-17,35.924217224121094,36.036212104814,35.4503972791866,35.63992328536168,31673400
2015-03-18,36.61339569091797,36.897689517250505,35.60545202227693,35.691599874076545,44194800
2015-03-19,36.4324951171875,36.690942043239836,36.372190943986325,36.40664812415059,33879100
2015-03-20,36.940773010253906,37.02692088436452,36.60479170035946,36.66509586950304,71904500
2015-03-23,36.92353057861328,37.156133705456654,36.854609673031696,36.94076080500868,26246100
2015-03-24,36.95799255371094,37.19059240380548,36.828767493587485,36.85461119108026,25513300
2015-03-25,35.71744918823242,36.98384318404819,35.7002189578974,36.975226425715476,43469900
2015-03-26,35.5020866394043,35.8466847743991,35.25225315584964,35.51070340026142,37495600
2015-03-27,35.295318603515625,35.6916040260209,35.17471028243404,35.4245403962472,34401400
2015-03-30,35.28670120239258,35.78636799357241,35.243627272267126,35.40730952127593,35049700
2015-03-31,35.02824401855469,35.34699495119861,34.92486595943517,35.13162207767421,34887200
2015-04-01,35.07994079589844,35.11439796404836,34.726729353305664,34.976559432459226,36865300
2015-04-02,34.70949935913086,35.09717125880649,34.56304406977347,35.02825034938422,37487500
2015-04-06,35.79497146606445,35.993114118356345,34.61472902140001,34.75256753109564,39223700
2015-04-07,35.77775955200195,36.10512741244379,35.58823355813013,35.84668048528696,28809400
2015-04-08,35.6829833984375,35.91558654372626,35.35561892995398,35.717443853961,24753400
2015-04-09,35.73467254638672,35.85528084920714,35.53652986513463,35.53652986513463,25723900
2015-04-10,35.94144058227539,36.139583310927456,35.67437692905014,35.86390618529584,28022000
2015-04-13,35.97590255737305,36.23435277266887,35.657151454527465,35.66576821441386,30276700
2015-04-14,35.88113784790039,36.20850239369139,35.65714812043213,36.010359657134515,24244400
2015-04-15,36.40663528442383,36.57893426980341,35.90697184178582,35.97588946413977,27343600
2015-04-16,36.32049560546875,36.47556439856129,36.02758825033067,36.13958310897097,22509700
2015-04-17,35.85527801513672,35.95865936909399,35.45899268395571,35.898351936120825,42387600
2015-04-20,36.96660614013672,37.190592520546694,35.906971817319516,35.95004574205261,46057700
2015-04-21,36.734004974365234,37.17336757467932,36.639240363068865,37.04414250721518,26013800
2015-04-22,37.03553009033203,37.156138404021625,36.65647163435893,36.75984971947429,25064300
2015-04-23,37.337059020996094,37.56966222800407,36.871852606980134,36.949387009316126,46309500
2015-04-24,41.23960494995117,41.47220809310819,39.327095694543225,39.335709165180205,130933700
2015-04-27,41.3774528503418,41.463604007861534,40.679646549250414,40.68826002183707,59248200
2015-04-28,42.3509407043457,42.39401464109481,41.093163347819626,41.162080989352056,60730800
2015-04-29,42.26478576660156,42.480158700679844,41.78234921118734,41.97187844480189,47804600
2015-04-30,41.90296173095703,42.678305685931115,41.86850126932919,41.954652423398805,64725500
2015-05-01,41.920204162597656,42.1097334703826,41.696217669486636,41.851286505614055,38937300
2015-05-04,41.55835723876953,42.10109459378655,41.50666655843612,41.67034878333066,34039500
2015-05-05,41.00700378417969,41.489440321360995,40.75717368770173,41.19653301063128,50369200
2015-05-06,39.869842529296875,41.15346685634492,39.645856089996286,40.9811678257818,52433000
2015-05-07,40.231666564941406,40.56764783150529,39.76646021754665,39.86122483864525,32971700
2015-05-08,41.136234283447266,41.33437700710212,40.93809155979241,40.96393526269029,35364900
2015-05-11,40.80886459350586,41.27407094222907,40.80886459350586,40.9639333764136,24609400
2015-05-12,40.7916374206543,41.07593130606787,39.99044974436404,40.3608914994802,29928300
2015-05-13,41.03285598754883,41.62728415564537,40.98116529567199,41.515289299744126,34184600
2015-05-14,41.97188186645508,42.05802973257732,41.377450416688156,41.377450416688156,32980900
2015-05-15,41.61005783081055,42.135568412062945,41.39468485726978,42.10110794757704,28642700
2015-05-18,41.36021423339844,41.5411299843454,41.0156195321751,41.33437053454743,24136500
2015-05-19,41.25616455078125,41.45559495422678,40.90932705315314,41.2388223451311,28574800
2015-05-20,41.25616455078125,41.55964488044021,40.987365324735094,41.091415250948515,25047900
2015-05-21,41.11742401123047,41.27350054340778,40.76191708964598,40.996031887911954,22410700
2015-05-22,40.66654586791992,41.05673394767974,40.59717704006801,41.01338008411617,25720600
2015-05-26,40.397743225097656,40.64920024338801,40.05090573037389,40.60584638346941,29581900
2015-05-27,41.282188415527344,41.420922794074826,40.42376717422896,40.59718597433544,27335600
2015-05-28,41.143455505371094,41.63769695331628,41.09142887117579,41.186809380022865,19283700
2015-05-29,40.63186264038086,41.24749612094715,40.39774780107652,41.12610397634961,36519600
2015-06-01,40.95268630981445,41.420916001005274,40.423760544693856,40.80528250389584,28837300
2015-06-02,40.68388748168945,41.05673668705115,40.423760975264265,40.69256023959348,21498300
2015-06-03,40.62318801879883,41.39490133117898,40.5971763626323,41.07407546924909,28002200
2015-06-04,40.19831848144531,40.89199026084327,40.05958412556572,40.57116768306321,27745500
2015-06-05,40.007564544677734,40.33705993827927,39.74743799507169,40.1549716843239,25438100
