Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2015-02-09,26.163719177246094,26.370420124476922,26.07400055667949,26.172145348043635,25355423
2015-02-10,26.615285873413086,26.652959046019927,26.11861015288416,26.236582226286192,34997823
2015-02-11,26.56720542907715,26.69013574768307,26.438723394197698,26.53399372749,27555446
2015-02-12,26.912200927734375,27.00588614096859,26.50291542999051,26.63065420383364,32404724
2015-02-13,27.213579177856445,27.258190101417387,26.922115961311714,26.933022202059867,38006060
2015-02-17,26.90774154663086,27.262651322486604,26.82099597819496,27.105519546586716,32336537
2015-02-18,26.75209617614746,27.03909791719885,26.643540022979543,26.836363570262037,29061570
2015-02-19,26.90922737121582,26.921123364269324,26.668324979531583,26.669811504643786,19782163
2015-02-20,26.714921951293945,26.952851317265857,26.55877991608825,26.92211778662045,28887092
2015-02-23,26.36595916748047,26.59045481147272,26.242037192781133,26.57117169745751,29157834
2015-02-24,26.57315444946289,26.607852677509324,26.184538087498893,26.271281761536947,20101036
2015-02-25,26.958799362182617,27.075284923200982,26.54118435794372,26.563738207513403,36519991
2015-02-26,27.534286499023438,27.567003326251417,26.841321155790148,26.92608343016856,46230579
2015-02-27,27.679027557373047,27.99180459869573,27.40639996955429,27.472823377117432,48203982
2015-03-02,28.32044219970703,28.36059165033364,27.69637468700627,27.784606778409266,42592618
2015-03-03,28.434452056884766,28.52119573466773,28.081523660464953,28.276328622302362,34095352
2015-03-04,28.421066284179688,28.606451521077684,28.155380246775756,28.3467134804433,37536775
2015-03-05,28.51822280883789,28.646109486244605,28.42305106340804,28.502855095630956,27792094
2015-03-06,28.139270782470703,28.58513924260448,28.093419821169103,28.495915494115135,33182854
2015-03-09,28.197017669677734,28.2674038770577,27.933561424242914,28.09837421191838,21242161
2015-03-10,27.5109920501709,27.998744876659824,27.49711275825664,27.969004891185083,35846146
2015-03-11,27.321142196655273,27.666139285069335,27.296358560536824,27.51743367620255,36415706
2015-03-12,27.53577423095703,27.578401857229135,27.285452113348743,27.436637791154656,27792094
2015-03-13,27.12980842590332,27.6790263814099,26.976146472060318,27.436140684791667,34071287
2015-03-16,27.486204147338867,27.60219482088644,27.06437609772919,27.30973996311476,32819860
2015-03-17,27.304288864135742,27.451011170043586,27.163514554837352,27.34741326161278,36110871
2015-03-18,27.733551025390625,27.74743031596581,27.11394498549562,27.38657065708889,42690887
2015-03-19,27.65870475769043,27.797990650805573,27.56724932931423,27.72809931802423,23945563
2015-03-20,27.776182174682617,27.843597234658656,27.71124908105473,27.840127411574528,52337299
2015-03-23,27.699350357055664,27.87531968015956,27.551636390259958,27.779653058059857,32876014
2015-03-24,28.263437271118164,28.48153933079752,27.81831400086809,27.88523038548926,51665459
2015-03-25,27.698110580444336,28.3660457763184,27.69588079269411,28.278805330590778,43045859
2015-03-26,27.518924713134766,27.703813196896583,27.29487273364323,27.638878205937708,31452115
2015-03-27,27.180368423461914,27.524373869908562,27.169958954790843,27.411358135821295,37949906
2015-03-30,27.363277435302734,27.4346552948296,27.171942299621627,27.342953374304766,25750504
2015-03-31,27.163516998291016,27.49612133845569,27.100068535286116,27.26265344416291,31760961
2015-04-01,26.893861770629883,27.31915774627908,26.74218122171164,27.193254377286877,39261497
2015-04-02,26.54539680480957,26.809101451200476,26.46197316046422,26.809101451200476,34327989
2015-04-06,26.606613159179688,26.688153996672348,26.249968458121224,26.381324954803386,26488525
2015-04-07,26.619253158569336,26.900306922969932,26.56869423536442,26.6717972755712,26057345
2015-04-08,26.84677505493164,26.957809398214504,26.68667020611325,26.68667020611325,23570536
2015-04-09,26.80562973022461,26.863625067033382,26.543413523710978,26.81802059974582,31157308
2015-04-10,26.7674617767334,26.88047750442442,26.633627112878507,26.88047750442442,28189181
2015-04-13,26.725826263427734,26.968217100972034,26.6336294637626,26.688154982898237,32906096
2015-04-14,26.290613174438477,26.64651459246075,26.176706290793547,26.581084734103374,52082601
2015-04-15,26.396690368652344,26.505741401229518,25.93520962194962,26.206843658497913,46376979
2015-04-16,26.45964241027832,26.548371279577182,26.251951706876543,26.266325874714706,25997180
2015-04-17,25.976348876953125,26.26334870956387,25.82565998125791,26.20485849824437,43037837
2015-04-20,26.537961959838867,26.57315506506782,25.998656679601734,26.053182196926716,33585958
2015-04-21,26.46807098388672,26.736731978804965,26.45344653346359,26.64354163602701,36895018
2015-04-22,26.735490798950195,26.82050145714356,26.358027170300645,26.489383663627734,31871263
2015-04-23,27.11394691467285,27.310238398146822,26.778369535270382,26.816537587067835,83697161
2015-04-24,28.009151458740234,28.310527358264714,27.622021642452342,28.060702025635308,98650102
2015-04-27,27.604413986206055,28.130289328615632,27.496555588112066,28.003045428858417,47960000
2015-04-28,27.520416259765625,27.63672548740218,27.355694467992844,27.56813296321027,29820000
2015-04-29,27.291772842407227,27.520413301080623,27.183664164516088,27.360862131654248,33976000
2015-04-30,26.708242416381836,27.26741858175145,26.594418955880723,27.231630108846478,41644000
2015-05-01,26.73607635498047,26.81759064428564,26.447789071523104,26.76241856663679,35364000
2015-05-04,26.87922477722168,27.042753921771414,26.59491546306619,26.767390303694416,26160000
2015-05-05,26.383176803588867,26.82753409776568,26.36284705351563,26.751486194768344,27662000
2015-05-06,26.05611801147461,26.461706158487846,25.900294530004256,26.405043763799718,31340000
2015-05-07,26.378206253051758,26.51539130539159,25.933350274019816,26.04468798788253,30926000
2015-05-08,26.751981735229492,26.897617596212772,26.094888293481787,26.67394674591017,30552000
2015-05-11,26.626728057861328,26.93887371791373,26.611817299172582,26.759440256856923,18106000
